Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Payload_Data,Malware_Indicators,Anomaly_Scores,Alerts_Warnings,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geo_City_location_Data,Proxy_Information,Firewall_Logs,IDS_IPS_Alerts,Log_Source
10.42.0.211-119.146.74.48-39740-80-6,15-01-23 19:32,113.187.208.105,57.60.1.94,24728,64228,UDP,791,Control,FTP,"Voluptatibus voluptatem dolores incidunt. Mollitia sunt adipisci iure voluptatibus.
Beatae qui occaecati porro. Eaque explicabo minus qui et reiciendis officiis. Sint aspernatur ex culpa voluptas.",IoC Detected,88.98,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Opera/9.23.(Windows NT 5.2; pap-AW) Presto/2.9.166 Version/10.00,Segment B,"Secunderabad, Nagaland",17.14.186.127,Log Data,Alert Data,Firewall
10.42.0.211-10.42.0.1-25647-53-17,10-03-20 4:40,52.187.165.48,107.102.227.93,5116,13786,ICMP,750,Control,HTTP,Assumenda sequi similique voluptatibus. Assumenda amet facilis tempore in eius dolore.,NA,33.88,Alert Triggered,Malware,Known Pattern A,Ignored,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.872.0 Safari/536.2",Segment B,"Latur, Sikkim",NA,NA,NA,Firewall
172.217.3.106-10.42.0.211-443-38359-6,10-04-21 15:15,213.209.192.209,158.100.175.20,19026,34257,UDP,927,Control,DNS,"Sit quod voluptatum. Molestiae pariatur modi reprehenderit quasi. Quia quod atque commodi nulla modi illum. Esse modi iure similique.
Porro dignissimos nesciunt atque consequuntur pariatur.",IoC Detected,37.2,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0),Segment A,"Shimla, Meghalaya",108.69.197.37,NA,NA,Firewall
172.217.12.142-10.42.0.151-443-53954-6,03-09-21 15:40,74.40.149.196,81.7.136.155,27719,7610,TCP,987,Control,HTTP,"A accusamus vero ratione ex necessitatibus commodi. Minima accusantium voluptatibus neque.
Cumque provident illum. Rem et explicabo animi reprehenderit nostrum.",NA,41.85,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Opera/9.10.(Windows 98; Win 9x 4.90; fi-FI) Presto/2.9.180 Version/11.00,Segment A,"Korba, Uttarakhand",NA,NA,Alert Data,Server
173.194.206.100-10.42.0.151-443-34528-6,28-01-20 8:13,160.128.126.237,83.241.35.86,62879,24568,ICMP,835,Data,FTP,Tempora molestias amet tenetur architecto. Corporis porro expedita quasi at vel.,NA,2.38,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Opera/8.34.(X11; Linux i686; mn-MN) Presto/2.9.184 Version/11.00,Segment B,"Kumbakonam, Karnataka",209.142.222.107,Log Data,Alert Data,Firewall
239.255.255.250-10.42.0.1-1900-36624-17,16-06-22 13:29,112.117.156.168,111.229.123.56,36097,52300,ICMP,1300,Control,FTP,"Quod cumque excepturi. Tenetur illum est magni.
Amet maxime omnis. Maiores omnis fugiat. Mollitia fugit pariatur illum.
Ipsa porro amet ea. Rem nostrum repellat autem. Ad voluptate dolore ab illo.",IoC Detected,58.81,Alert Triggered,Intrusion,Known Pattern B,Logged,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/43.0.855.0 Safari/533.1",Segment C,"Bongaigaon, Karnataka",186.174.90.151,Log Data,Alert Data,Server
216.58.217.99-10.42.0.151-80-42366-6,24-04-22 22:07,34.82.74.118,111.36.17.125,32880,12602,TCP,356,Data,HTTP,Voluptatibus et inventore animi laudantium voluptatem qui. Voluptatibus sed sed veniam.,NA,47.02,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),Segment A,"Ludhiana, Tamil Nadu",NA,Log Data,NA,Server
10.42.0.211-54.230.36.66-45869-443-6,08-01-20 12:08,187.181.109.125,56.254.183.163,34996,22121,TCP,831,Data,DNS,Repellendus adipisci ipsam porro itaque. A deleniti rerum excepturi dolorum at id. Placeat aspernatur temporibus sit quia atque voluptatibus. Minima amet itaque quos ut.,NA,27.46,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Opera/8.34.(X11; Linux i686; ak-GH) Presto/2.9.183 Version/10.00,Segment B,"Dhanbad, Uttar Pradesh",133.41.219.233,NA,Alert Data,Server
10.42.0.211-64.71.142.120-37388-443-6,14-04-20 11:39,28.123.80.26,11.163.0.208,28737,5864,ICMP,494,Control,FTP,"Iusto quasi ducimus distinctio voluptatum.
Dolorum voluptates id officia. Ex error maiores repellat. Ipsam provident ducimus totam.",NA,27.58,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),Segment A,"Satara, Kerala",NA,Log Data,Alert Data,Firewall
140.205.134.25-10.42.0.211-443-34064-6,14-10-22 8:26,71.6.104.253,162.12.212.87,39141,3499,ICMP,938,Control,HTTP,"Deleniti quisquam rem mollitia sint. Delectus modi necessitatibus dolore ab magni atque. Fuga voluptas aspernatur maxime repudiandae nemo.
Inventore occaecati perspiciatis.",IoC Detected,59.41,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment A,"Sambalpur, Himachal Pradesh",69.33.71.123,NA,Alert Data,Firewall
198.105.244.11-10.42.0.211-80-40832-6,03-11-21 4:59,124.141.142.158,31.155.150.196,4307,52027,TCP,999,Data,FTP,Eum odio optio soluta. Architecto reprehenderit expedita minus vero eius enim voluptatem. Beatae ipsum praesentium quibusdam error excepturi.,IoC Detected,10.48,Alert Triggered,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/28.0.878.0 Safari/532.2",Segment C,"Siwan, West Bengal",NA,Log Data,NA,Firewall
172.217.11.14-10.42.0.151-443-46928-6,03-09-23 6:34,125.198.79.50,222.87.126.232,37078,7804,TCP,123,Control,HTTP,"Vel laudantium ratione fuga. Aliquam modi molestiae accusamus illum. Ducimus libero fugiat.
Impedit iure placeat assumenda. Architecto harum corrupti.",NA,62.87,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Opera/9.30.(Windows NT 6.0; fil-PH) Presto/2.9.165 Version/11.00,Segment A,"Junagadh, Karnataka",174.105.52.2,Log Data,Alert Data,Server
10.42.0.211-103.7.30.118-39134-80-6,15-02-20 19:13,33.98.131.16,15.216.83.45,21674,61543,ICMP,1192,Data,HTTP,Magni recusandae aliquam laborum aperiam error. Recusandae praesentium non odit placeat dignissimos. Quasi eligendi veritatis adipisci ducimus exercitationem amet.,NA,54.94,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3; rv:1.9.6.20) Gecko/8296-07-09 19:45:41 Firefox/3.8,Segment C,"Thrissur, Uttar Pradesh",NA,Log Data,NA,Server
10.42.0.151-36.110.213.49-37851-80-6,09-12-22 13:20,36.58.246.68,23.35.160.77,53694,57394,TCP,822,Control,HTTP,"Magnam quod nam voluptate quos dignissimos et. Neque quasi dolor ipsa quibusdam. Facilis fugiat enim nihil molestias omnis.
Est asperiores illo est. Totam fugiat a officiis.",IoC Detected,74.64,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment C,"Ghaziabad, Odisha",NA,Log Data,NA,Server
10.42.0.211-87.240.165.80-43858-80-6,16-11-21 11:15,60.168.103.30,53.79.41.97,2740,38472,UDP,1110,Data,DNS,"Laboriosam quisquam aperiam blanditiis et cum alias. Facilis officia quidem ipsa. Fugit maxime praesentium.
Ducimus quis est impedit voluptatem. Architecto optio consectetur iusto nulla.",NA,93,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/57.0.872.0 Safari/532.2",Segment A,"Medininagar, Bihar",152.87.43.129,Log Data,NA,Server
10.42.0.151-104.244.43.227-44721-443-6,27-02-23 4:42,141.5.108.212,199.184.199.33,40819,42294,TCP,826,Data,HTTP,"Sint repellendus veniam commodi sint voluptates corrupti ipsam. Fugit officia corporis voluptatum odio. Ipsam sit dolorum dicta.
Corrupti sunt nihil praesentium nihil. Qui tempore unde.",IoC Detected,45.41,Alert Triggered,DDoS,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1 rv:5.0; sd-PK) AppleWebKit/532.28.5 (KHTML, like Gecko) Version/4.0.5 Safari/532.28.5",Segment B,"Hosur, Rajasthan",63.167.137.79,Log Data,NA,Firewall
10.42.0.151-119.146.74.49-40037-443-6,21-07-20 7:17,136.101.173.179,180.232.236.0,39016,11385,ICMP,1162,Control,FTP,"Quis pariatur ad porro temporibus quibusdam. Quidem debitis aut similique odit soluta.
Odit mollitia quibusdam praesentium.",NA,85.68,Alert Triggered,DDoS,Known Pattern A,Blocked,High,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.40.6 (KHTML, like Gecko) Version/4.0.4 Safari/531.40.6",Segment C,"Chinsurah, Karnataka",NA,NA,Alert Data,Server
10.42.0.211-108.168.177.2-37439-443-6,30-09-23 8:30,45.40.129.144,5.72.91.67,13307,49423,TCP,1183,Control,FTP,Ipsa quis ipsam temporibus unde quibusdam. Amet repellendus illum doloremque voluptatem minima exercitationem vel. Dicta occaecati ullam dolores unde nostrum.,NA,26.39,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/16.0.854.0 Safari/534.1",Segment A,"Dibrugarh, Bihar",NA,Log Data,NA,Firewall
172.217.10.227-10.42.0.42-80-44283-6,05-11-21 4:36,65.214.242.23,181.58.55.243,38801,56174,UDP,476,Control,DNS,"Voluptate aliquam aliquam sequi nesciunt eum.
Neque enim aliquid reprehenderit et sed facilis. Facere incidunt id officiis impedit doloremque. Soluta doloribus nihil sapiente earum reiciendis.",IoC Detected,81.07,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),Segment B,"Bellary, Punjab",NA,NA,Alert Data,Firewall
172.217.10.97-10.42.0.151-443-40870-6,24-03-21 12:08,211.17.135.58,100.4.215.188,58446,20707,TCP,1455,Data,FTP,Eveniet voluptas possimus eos dolorum perferendis tempora explicabo. Dolorum nemo velit.,NA,87.88,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),Segment B,"Udupi, Rajasthan",NA,Log Data,Alert Data,Firewall
172.217.6.196-10.42.0.211-443-34291-6,21-01-21 20:11,93.141.120.53,136.17.84.100,27389,28917,ICMP,654,Control,DNS,"Aliquam inventore possimus. Autem blanditiis corporis ipsum dolorem sint.
Maiores doloremque placeat voluptatibus. Fugit voluptatibus repellat nesciunt ipsam ducimus.",NA,16.47,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0),Segment B,"Chapra, Madhya Pradesh",NA,NA,NA,Server
10.42.0.42-31.13.69.229-47199-443-6,09-08-22 15:14,112.229.176.255,178.27.193.75,38115,59552,ICMP,1010,Control,HTTP,Eos fugiat molestias odio voluptates quam. Quibusdam ex eaque. Occaecati minima totam architecto quo commodi at.,NA,88.98,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Opera/9.67.(X11; Linux x86_64; cv-RU) Presto/2.9.169 Version/12.00,Segment B,"Hindupur, Uttar Pradesh",NA,NA,Alert Data,Server
10.42.0.211-104.97.95.172-45822-80-6,04-01-20 3:17,29.76.207.193,120.25.225.218,23414,53153,UDP,607,Control,DNS,"Vel ea hic perspiciatis. Odit praesentium amet maxime itaque accusamus aut.
Dolorum velit assumenda dolorum at ipsa impedit molestias. Mollitia rem fugiat dignissimos omnis.",IoC Detected,32.52,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Opera/8.32.(Windows NT 5.01; ar-JO) Presto/2.9.169 Version/10.00,Segment C,"Kota, Tripura",71.53.113.6,Log Data,Alert Data,Firewall
10.42.0.211-106.11.94.6-39456-443-6,01-04-23 4:28,16.24.208.17,147.139.160.113,2852,49524,UDP,979,Data,HTTP,Commodi ratione voluptatibus quibusdam quidem incidunt. Voluptates rem a.,IoC Detected,98.23,Alert Triggered,Malware,Known Pattern B,Ignored,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; uk-UA) AppleWebKit/534.29.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.29.6",Segment B,"Jodhpur, Haryana",202.211.146.15,Log Data,NA,Firewall
172.217.6.202-10.42.0.151-443-59063-6,29-08-21 16:51,26.228.82.119,117.208.42.235,18411,21676,TCP,1378,Control,DNS,Voluptatem animi quidem blanditiis quaerat. Officiis delectus perspiciatis quod. Dolorum odit suscipit repellendus vel facilis id deserunt.,NA,55.26,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Opera/9.57.(Windows NT 5.2; nhn-MX) Presto/2.9.171 Version/10.00,Segment A,"Jabalpur, Gujarat",NA,NA,Alert Data,Server
10.42.0.211-119.146.74.34-44837-80-6,17-12-20 0:25,129.18.210.134,45.45.139.130,3076,14243,TCP,328,Control,HTTP,"Commodi molestiae vitae ipsam eligendi dolore accusantium sunt. Ratione cumque eaque delectus eveniet sit.
Impedit totam in laboriosam facilis. Ut in unde nostrum.",IoC Detected,62.55,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/42.0.871.0 Mobile/02N370 Safari/535.0",Segment A,"Pimpri-Chinchwad, Assam",NA,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-64369-53-17,26-03-23 23:40,26.137.80.89,120.253.85.23,47886,40266,ICMP,794,Data,DNS,"Tempore voluptatum eum eaque.
Dolorum numquam nam accusamus perferendis atque. Ab amet modi consectetur repellat minima harum. Veritatis et fugiat quasi error tempore.",IoC Detected,9.19,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Opera/8.54.(Windows CE; ln-CD) Presto/2.9.163 Version/11.00,Segment B,"Tezpur, Madhya Pradesh",NA,NA,NA,Firewall
10.42.0.211-121.12.98.85-59747-80-6,26-11-22 11:03,138.94.222.159,43.138.115.171,14466,63084,TCP,453,Control,FTP,Voluptas quasi quia accusamus. Sapiente possimus voluptates voluptas optio minus ab at.,IoC Detected,20.11,Alert Triggered,Malware,Known Pattern B,Logged,Low,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.1.4 (KHTML, like Gecko) Version/5.0 Safari/533.1.4",Segment C,"Loni, Rajasthan",207.150.34.167,NA,NA,Server
10.42.0.42-76.13.28.70-51599-443-6,02-09-23 10:33,18.189.239.198,186.178.215.26,14290,55751,ICMP,799,Control,DNS,"Labore doloremque esse sint. Repudiandae ab quisquam commodi eveniet quidem perspiciatis. Consectetur ad sed ullam aut explicabo fuga.
Minima sed doloribus libero autem ipsum unde voluptatum.",IoC Detected,31.75,Alert Triggered,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/61.0.865.0 Safari/535.0",Segment A,"Kolhapur, Arunachal Pradesh",NA,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-29781-53-17,10-09-23 16:48,154.253.152.170,42.60.103.147,57874,21053,ICMP,977,Control,FTP,Unde similique sed aliquid numquam tempora. Quod placeat natus nisi assumenda. Suscipit sequi deserunt eaque blanditiis sunt voluptatem sequi.,NA,68.88,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),Segment A,"Nandyal, Uttarakhand",130.63.63.149,NA,NA,Server
10.42.0.151-121.12.98.78-58854-80-6,23-04-20 5:43,4.85.83.208,133.207.137.204,47079,46757,ICMP,1135,Control,DNS,"Animi ducimus cumque quos. Odit quis consequatur quam accusantium sequi recusandae.
Incidunt dignissimos aspernatur et ducimus quasi recusandae. Voluptatum explicabo temporibus doloribus quo.",NA,26.39,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Mozilla/5.0 (Android 10; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,Segment A,"Secunderabad, Rajasthan",NA,NA,Alert Data,Firewall
10.42.0.211-104.244.43.131-54626-443-6,15-12-21 20:16,2.147.45.190,7.141.2.71,60674,7899,UDP,604,Control,FTP,Reprehenderit omnis praesentium mollitia vitae commodi error. Enim nobis impedit asperiores corporis reprehenderit. Aspernatur quasi recusandae nemo facere.,NA,71.02,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.2.20) Gecko/6076-07-09 11:00:05 Firefox/3.8,Segment C,"Kalyan-Dombivli, Manipur",NA,Log Data,NA,Firewall
175.100.207.206-10.42.0.211-80-37555-6,21-01-22 9:26,90.36.42.14,85.161.124.16,55169,51547,ICMP,533,Data,FTP,"Est illum accusantium voluptas tempore accusantium.
Quod quos est adipisci praesentium cumque maxime. Perferendis dolor dolores nulla labore. Fuga blanditiis ipsum odit nobis quas dolor.",IoC Detected,63.48,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/17.7s6595.0 Mobile/14R955 Safari/536.2",Segment B,"Udaipur, Madhya Pradesh",178.124.203.177,NA,NA,Server
10.42.0.211-104.97.95.172-45862-80-6,17-05-21 13:59,7.221.206.22,64.152.83.18,41604,60084,UDP,437,Data,FTP,Sapiente alias quam dicta quos. Provident quo aut animi eius neque natus. Quisquam perferendis autem est deleniti.,NA,69.82,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5; rv:1.9.6.20) Gecko/2917-04-28 22:21:20 Firefox/14.0,Segment A,"Barasat, Bihar",NA,NA,Alert Data,Firewall
140.205.134.25-10.42.0.211-443-33595-6,26-08-21 17:06,17.209.108.221,76.204.88.62,56605,35822,ICMP,1215,Control,DNS,"Nulla ex cupiditate praesentium expedita. Quibusdam provident tenetur minus.
Fugiat alias nesciunt sequi. Hic quibusdam cupiditate quis dolore laborum ullam.",IoC Detected,66.87,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Opera/8.77.(Windows NT 5.2; sq-AL) Presto/2.9.176 Version/12.00,Segment B,"Alappuzha, Himachal Pradesh",32.138.59.156,NA,NA,Server
172.217.9.238-10.42.0.151-443-42588-6,27-11-22 3:33,47.71.22.55,12.3.207.13,45214,57194,UDP,1477,Data,DNS,Ratione perspiciatis soluta accusantium. Rem voluptatibus amet pariatur repudiandae nam ipsum.,NA,74.69,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Opera/8.12.(X11; Linux i686; el-CY) Presto/2.9.188 Version/11.00,Segment A,"Buxar, Mizoram",194.48.129.234,NA,NA,Firewall
10.42.0.211-120.55.89.238-52786-8977-6,21-04-21 17:10,98.9.45.21,34.21.115.19,29904,6609,UDP,982,Control,HTTP,Mollitia voluptatibus expedita optio sit harum unde eligendi. Dolores amet ab aspernatur a qui.,NA,2.17,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.808.0 Safari/535.0",Segment A,"Bidar, Punjab",210.135.200.61,NA,Alert Data,Firewall
10.42.0.211-123.125.29.138-46655-80-6,24-09-23 9:01,136.16.24.172,77.109.151.184,33036,21670,TCP,1481,Control,DNS,Tenetur quasi quaerat non id blanditiis quis. Minima expedita porro sapiente voluptatum.,IoC Detected,53.28,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/16.0.849.0 Safari/535.1",Segment A,"Chinsurah, Rajasthan",115.55.109.254,NA,Alert Data,Server
203.205.158.60-10.42.0.151-80-45847-6,09-05-23 11:06,15.94.112.221,194.241.221.67,62636,31841,TCP,717,Control,DNS,Incidunt modi porro maiores iusto sint sed. Quam delectus velit delectus voluptates magnam. Doloribus autem commodi maxime. Possimus eveniet cupiditate ducimus illum illo.,NA,54.47,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Opera/9.34.(Windows 98; Win 9x 4.90; apn-IN) Presto/2.9.178 Version/11.00,Segment A,"Alappuzha, Goa",63.171.211.177,Log Data,NA,Server
172.217.12.129-10.42.0.211-443-43132-6,22-03-20 10:21,45.175.75.237,161.248.130.187,14560,34565,TCP,1467,Control,DNS,Repudiandae quia eum illum necessitatibus. Sint fugit consequatur vel. Animi nisi in sint nam voluptatibus.,IoC Detected,7.16,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment A,"Jammu, Andhra Pradesh",117.76.139.140,Log Data,NA,Firewall
203.205.158.60-10.42.0.211-80-41159-6,11-05-21 9:30,25.195.237.178,8.166.37.72,10989,30470,ICMP,1029,Data,FTP,"Minus quis sint quaerat eaque occaecati. Incidunt praesentium inventore totam.
Nam rerum facere illum accusantium perferendis. Nulla atque labore minima.",NA,18.22,Alert Triggered,Malware,Known Pattern A,Logged,High,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/12.5z6250.0 Mobile/08A441 Safari/531.2",Segment B,"Rourkela, Uttarakhand",61.0.64.245,Log Data,NA,Server
10.42.0.211-64.71.142.95-55965-443-6,31-03-22 14:20,201.99.118.150,203.246.170.64,39348,24205,TCP,334,Data,DNS,Voluptatibus optio natus est. Placeat molestiae enim ut tenetur laboriosam laboriosam. Vero nam eligendi amet rem.,NA,88.55,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Opera/9.96.(Windows NT 4.0; sq-AL) Presto/2.9.189 Version/10.00,Segment C,"Dehradun, Punjab",NA,Log Data,Alert Data,Server
172.217.12.170-10.42.0.42-443-40231-6,14-05-23 20:01,9.35.108.74,45.86.222.141,19087,14492,TCP,528,Control,HTTP,Autem molestias repellat. Error eos molestias debitis maiores nam consequuntur quas. Beatae quae officiis sed nisi consectetur.,NA,59.56,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/61.0.873.0 Safari/536.0",Segment B,"Jalna, Gujarat",41.26.252.147,Log Data,NA,Server
10.42.0.211-104.192.110.245-59861-443-6,20-03-20 0:47,159.66.174.57,195.43.74.48,45403,12452,ICMP,547,Control,FTP,"Odit consectetur ipsum eius quos velit.
Ipsam provident numquam sit suscipit. Sunt quibusdam velit sit vel quasi incidunt. Odio laborum quia.",NA,75.46,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Opera/8.61.(X11; Linux i686; ku-TR) Presto/2.9.176 Version/12.00,Segment C,"Bettiah, Telangana",142.165.99.116,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-5675-53-17,14-10-20 12:36,151.230.183.137,163.163.13.92,23138,25084,ICMP,487,Data,HTTP,Exercitationem consequuntur provident sequi illo consectetur. Ullam adipisci dolores odio enim exercitationem.,NA,6.17,Alert Triggered,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.30.6 (KHTML, like Gecko) Version/5.0.3 Safari/532.30.6",Segment C,"Kavali, Uttar Pradesh",NA,NA,NA,Server
